esco_label,esco_key,isco_4_label,isco_4_key,isco_3_label,isco_3_key,isco_2_label,isco_2_key,isco_1_label,isco_1_key
lacquer maker,237e21f1-a7fa-4273-91eb-28e7b5d72f60,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
soap chipper,29a36f21-da45-4a01-b015-cac4445e5025,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
nitrator operator,30cdbb0a-4f62-4d0e-811c-72e3f95d017b,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
distillation operator,310ad9e0-ffc9-4980-b47c-1e856a404eff,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
soap drier operator,34c191ec-e3e3-4746-ae10-7ff4306a2794,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
soap maker,39e06c20-d262-44f9-a6a8-a0f3ba9e887c,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
plodder operator,3a67544c-919f-4051-b812-c08e69eec3fd,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
chemical mixer,5b3ef95b-7d99-4af9-b2d0-41c6bc33f58c,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
capsule filling machine operator,782ced63-e234-42a4-a7bd-a2d9a12ee61a,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
mine control room operator,7c64479f-7a76-49e9-ac42-bd925f2bf99d,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
fertiliser mixer,81f8ea60-41d4-434a-b0fc-f870e83e7e27,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
paint mixer,8b273f5e-bdc5-4b73-80bd-3e324a20309b,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
coking furnace operator,8f71761e-6fa5-4237-a240-4d0c7feff026,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
nitroglycerin neutraliser,bfdc096e-e450-424d-9340-46968047ed68,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
varnish maker,c76566f1-97a1-43e9-a7d8-155db0e56987,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
soap tower operator,c7c3f05b-319b-4aa7-891e-78106f875de2,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
pill maker operator,c93d58bd-3aa6-4de4-812d-010542f1dec8,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
fermenter operator,d3382c5a-589f-453d-a6d8-d28695057079,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
perfume production machine operator,d5ad1da5-cf69-4508-9148-a5338f4ffe0e,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
wax bleacher,daa6197d-dba6-49b5-8223-b31b7a126e4e,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
tracer powder blender,ee37a4a5-5360-4e94-a749-a2b8ead08500,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
cosmetics production machine operator,ff5210a5-2ea9-43b4-bebc-8d565f928eaa,Chemical products plant and machine operators,8131,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
photographic developer,7180a7be-68cd-4636-8c12-706722ad8862,Photographic products machine operators,8132,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
motion picture film developer,b4f08f2e-3c97-4484-9094-446a17dad802,Photographic products machine operators,8132,Chemical and photographic products plant and machine operators,813,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
sectional belt mould assembler,0fc6c577-7d5d-4bcd-8ce8-4a4114d6a809,Rubber products machine operators,8141,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
tyre vulcaniser,121bd198-af39-4fac-8249-b384910f7bd7,Rubber products machine operators,8141,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
tyre builder,2430774f-d92a-40e4-817d-d03dd5a33207,Rubber products machine operators,8141,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
rubber cutting machine tender,5bf823c5-d3fd-46f6-9577-9331de10759f,Rubber products machine operators,8141,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
V-belt finisher,6ccb925a-264a-4e00-aa3a-503e53c5db2b,Rubber products machine operators,8141,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
belt builder,8d2df08e-0b2e-4837-8096-66595bbaab15,Rubber products machine operators,8141,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
V-belt builder,8edc768c-0bc6-4d65-b559-50f9fb2cc93f,Rubber products machine operators,8141,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
rubber products machine operator,b0c6f284-f3ed-4820-a62e-4e87869f5a3e,Rubber products machine operators,8141,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
rubber dipping machine operator,df433613-4856-4e50-9be5-7a0ec0f4260a,Rubber products machine operators,8141,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
foam rubber mixer,e7ef8a86-6acd-458d-bf48-634b8fd28950,Rubber products machine operators,8141,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
V-belt coverer,e80cee57-3672-4aaf-8ca7-53b90771c364,Rubber products machine operators,8141,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
coagulation operator,fcab4bb1-c05b-43e3-98d8-f60b13c152f2,Rubber products machine operators,8141,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
fiberglass laminator,25f45b01-550c-4d17-b69e-7c5ba57c4218,Plastic products machine operators,8142,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
insulating tube winder,4a30b421-2fda-42d6-b7e1-1c31753f061d,Plastic products machine operators,8142,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
plastic heat treatment equipment operator,4a5ceaae-0f05-4091-bdbf-59f250ce6374,Plastic products machine operators,8142,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
injection moulding operator,502fe307-ae65-46cb-a485-e559b9a35266,Plastic products machine operators,8142,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
vacuum forming machine operator,6e18b923-7c5f-42d7-8ff0-de8d8ba30dbf,Plastic products machine operators,8142,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
fibreglass machine operator,772e57c5-fb25-4b0c-8cc8-f8944a9edfbc,Plastic products machine operators,8142,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
plastic furniture machine operator,84d45916-eef7-4c58-a73c-3639c9965014,Plastic products machine operators,8142,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
filament winding operator,88b21b2f-350c-4f41-9680-a53f8ea708ed,Plastic products machine operators,8142,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
blow moulding machine operator,8b98dbc3-11f7-4720-86de-dcecee368be1,Plastic products machine operators,8142,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
plastic rolling machine operator,8ba8acb8-c0f2-4679-ae15-3a4f6e876c6f,Plastic products machine operators,8142,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
cake press operator,96514fed-b9a9-4df3-ab0b-20676369297d,Plastic products machine operators,8142,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
optical disc moulding machine operator,a4ab8347-782f-4ca1-940d-44ffea256ebf,Plastic products machine operators,8142,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
record press operator,ae3f1edd-d191-4a8d-8dfc-099dcdc6f1e8,Plastic products machine operators,8142,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
pultrusion machine operator,c22724a3-079c-4897-bd92-d99e068b6ffc,Plastic products machine operators,8142,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
compression moulding machine operator,ec238461-93b6-4516-a251-52d1153b53ac,Plastic products machine operators,8142,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
tissue paper perforating and rewinding operator,0ab77768-9031-4ccc-9ab8-1f73cbb36bc7,Paper products machine operators,8143,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
paper cutter operator,27f92adf-1384-4c01-8ad0-1680ead6abf9,Paper products machine operators,8143,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
envelope maker,65b88636-2ebb-4049-b509-2f6da5d6ea1c,Paper products machine operators,8143,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
paper bag machine operator,73270b73-8c71-445f-a8d3-4647b1ae38d0,Paper products machine operators,8143,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
absorbent pad machine operator,c706886d-5bc7-4430-9a72-051fc483235f,Paper products machine operators,8143,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
corrugator operator,eb5df714-15ce-4e31-853c-678d2aba568b,Paper products machine operators,8143,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
paperboard products assembler,fc9a86ec-7ad5-4ccb-a08f-1e369197e14a,Paper products machine operators,8143,"Rubber, plastic and paper products machine operators",814,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
spinning textile technician,06461fc3-1274-40a1-9322-dfc2753f5eea,"Fibre preparing, spinning and winding machine operators",8151,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
twisting machine operator,107865e2-ba60-4e4f-b57d-4dd5064f517f,"Fibre preparing, spinning and winding machine operators",8151,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
man-made fiber spinner,35291723-dc32-4a7f-a9f0-39c0e5fd96dd,"Fibre preparing, spinning and winding machine operators",8151,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
yarn spinner,48cff102-9fe2-4e0f-8156-88fd8a686e6c,"Fibre preparing, spinning and winding machine operators",8151,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
winding machine operator,4c86c7c1-0839-456e-856f-65396d1f39d7,"Fibre preparing, spinning and winding machine operators",8151,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
spinning machine operator,59bbece0-d1dc-4f4a-845e-1523f68afb2d,"Fibre preparing, spinning and winding machine operators",8151,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
cotton gin operator,d87b1c64-eed1-404c-87de-f9f81c85fbde,"Fibre preparing, spinning and winding machine operators",8151,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
knitting textile technician,18b00c9e-3a07-4346-bb86-b1577554cf56,Weaving and knitting machine operators,8152,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
textile machine operator,2b136e51-154b-4cb2-8130-f73228f14b11,Weaving and knitting machine operators,8152,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
tufting operator,3417aab3-8b87-4c3b-bee6-be03fe05be2b,Weaving and knitting machine operators,8152,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
weaving machine supervisor,5d0e1510-7248-4eca-abe4-13de830d1614,Weaving and knitting machine operators,8152,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
knitting machine operator,6da80214-d360-49ec-b1e7-172ab0a0cb0c,Weaving and knitting machine operators,8152,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
weaving machine operator,939e05ea-2589-4e3c-a501-eea2bdd6864a,Weaving and knitting machine operators,8152,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
weaving textile technician,a273ec4c-96fd-48e5-9343-695a6bd08512,Weaving and knitting machine operators,8152,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
knitting machine supervisor,ab104661-db96-4752-8c84-97d98f6e8969,Weaving and knitting machine operators,8152,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
protective clothing apparel manufacturer,029a5b78-4d1c-4cf9-a2d2-bb8d8729b8a3,Sewing machine operators,8153,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
leather goods stitching machine operator,53d55c80-6a82-4187-b59f-b737aa4cdaab,Sewing machine operators,8153,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
sewing machine operator,7d4266b3-2108-4330-b27b-430a96012c21,Sewing machine operators,8153,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
clothing sample machinist,bda98f02-4f92-4015-a0c8-b86b8abc711a,Sewing machine operators,8153,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
clothing alteration machinist,db55bf08-3ad3-4bf6-bf59-7f9f426a6de5,Sewing machine operators,8153,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
embroidery machine operator,ed096599-56a9-443d-9683-8a92f58aa894,Sewing machine operators,8153,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
finishing textile technician,1b8c2a8e-204e-4035-bf88-921564e6df2e,"Bleaching, dyeing and fabric cleaning machine operators",8154,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
textile dyeing technician,2229a024-21e4-43ef-b3fd-2444ab41bfb8,"Bleaching, dyeing and fabric cleaning machine operators",8154,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
textile dyer,884beda8-d242-4fc3-a097-dc11098a7c3d,"Bleaching, dyeing and fabric cleaning machine operators",8154,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
textile finishing machine operator,f73e11e7-0eb8-4a46-b2e1-9e544c2f3652,"Bleaching, dyeing and fabric cleaning machine operators",8154,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
tanner,1ce76c3b-edee-41b4-88c2-5db9b70d8bf0,Fur and leather preparing machine operators,8155,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
colour sampling operator,21a33619-1959-42e6-8478-64a930f7f225,Fur and leather preparing machine operators,8155,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
leather production machine operator,3da8ee8c-ab60-4feb-ab5b-3ba31ef9ec1f,Fur and leather preparing machine operators,8155,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
leather finishing operator,7d99ed04-fda7-4f35-9f02-0db18078159c,Fur and leather preparing machine operators,8155,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
cutting machine operator,16ad07cd-2fd2-4f93-b442-89918c10bbbf,Shoemaking and related machine operators,8156,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
lasting machine operator,16d7bae5-503e-4e19-bc8b-619c9bcf5c4f,Shoemaking and related machine operators,8156,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
footwear production machine operator,1b4e795d-6e49-4b7b-bb34-585edfd6eb18,Shoemaking and related machine operators,8156,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
automated cutting machine operator,2082e125-d06b-43e6-957f-b7aa3c48dc2f,Shoemaking and related machine operators,8156,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
leather goods machine operator,3e0b4b9b-b624-4ceb-9bc9-9627cdfb0b81,Shoemaking and related machine operators,8156,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
sole and heel operator,4a246568-007e-46a8-a151-b98082ed6b50,Shoemaking and related machine operators,8156,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
pre-stitching machine operator,53c0086b-9b54-4c29-8bba-69ce8256cb91,Shoemaking and related machine operators,8156,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
footwear stitching machine operator,6e102a30-2c0a-4a31-aee3-ae7b1fac5466,Shoemaking and related machine operators,8156,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
footwear maintenance technician,e614861b-4685-4699-a12d-965cdd65ec64,Shoemaking and related machine operators,8156,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
leather goods maintenance technician,f31e25d0-8794-4f88-ac07-a229199c6f0f,Shoemaking and related machine operators,8156,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
pre-lasting operator,f9116001-8cf5-453c-af51-3adaef7841ef,Shoemaking and related machine operators,8156,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
laundry worker,0da51178-e386-4534-ae71-15ba789ad756,Laundry machine operators,8157,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
laundry ironer,3d924c0d-ffee-4f11-adc7-c2bfb76fcf73,Laundry machine operators,8157,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
laundry workers supervisor,dfb93ddb-ce34-4d2e-a178-541d45a7d98b,Laundry machine operators,8157,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
textile pattern making machine operator,0a9eb24a-13e7-4847-8f6e-a776771ac96b,"Textile, fur and leather products machine operators not elsewhere classified",8159,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
braiding machine operator,15502187-a1da-407a-843b-ce991d5f65fe,"Textile, fur and leather products machine operators not elsewhere classified",8159,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
braiding textile technician,28dbd459-d634-484a-92d7-e6f8dc1ec532,"Textile, fur and leather products machine operators not elsewhere classified",8159,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
leather measuring operator,2c94916d-bd7d-4855-ab89-574d2c439a63,"Textile, fur and leather products machine operators not elsewhere classified",8159,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
canvas goods assembler,531e98aa-2a03-489d-b811-ebbb7389864a,"Textile, fur and leather products machine operators not elsewhere classified",8159,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
nonwoven staple machine operator,6f9398cc-c4cc-415e-a757-fd855f55fda2,"Textile, fur and leather products machine operators not elsewhere classified",8159,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
mattress making machine operator,cf74a14f-f1fe-4008-a935-5c173f246655,"Textile, fur and leather products machine operators not elsewhere classified",8159,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
nonwoven  textile technician,f4c997b5-f9e0-4419-b8e7-8e5e2cffc73e,"Textile, fur and leather products machine operators not elsewhere classified",8159,"Textile, fur and leather products machine operators",815,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
hydrogenation machine operator,0085f271-5999-4d42-b879-75c3b4269883,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
pasta operator,0090dd54-057a-4f65-bbe8-f74c4999e8e8,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
coffee grinder,0458929a-f6c9-40ed-8ce3-caa9f03a6b5b,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
candy machine operator,0fdc5efb-d38e-4019-bede-0ce55404549d,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
blending plant operator,1214a616-aaa5-4140-b82e-2cc5028b0fa4,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
sauce production operator,16ec2281-b0b3-4cde-9888-2cb6cc492c25,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
brew house operator,1e3c569b-e7ef-46b4-943a-2768a9969961,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
centrifuge operator,28d82e8d-7379-4245-a5a0-c5a68864a528,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
chilling operator,2a2da883-8af5-4b98-832e-00e6681b22c3,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
sugar refinery operator,3256e283-0892-4330-b9f2-6dc4aa4bd86b,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
cocoa press operator,34b63359-faad-4d6a-9d4d-98c2c15b9fac,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
coffee roaster,36b11444-8634-4194-b679-ed302acdfb22,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
starch converting operator,375a4d32-0950-45db-9d85-3fc2a86f1d85,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
kettle tender,3b46ee4d-a220-4c83-ad90-937456596889,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
cellar operator,3caa57c9-d360-4ce4-8000-34a983666ba7,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
cacao beans cleaner,5520bfd0-49d3-47e5-abe0-d72354711bc0,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
baking operator,5d9e63a2-8013-434e-9f92-3b3d54a0c320,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
clarifier,62f53135-e091-4aa6-8895-5851d72271b9,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
blender operator,64c180d0-029b-4dc7-b582-77899d171186,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
cacao bean roaster,6725a5bb-b79d-4128-9494-089389ae2a48,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
honey extractor,67f12d6c-295f-4315-8c5c-8e477c7f7019,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
carbonation operator,6e11692c-fc72-4ef4-8bcf-6bd19a6b0ea3,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
blanching operator,706e8b26-befb-429b-b71d-f72fad1bae12,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
fish canning operator,709170ae-2b9a-4e7a-8201-260da7211898,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
fruit-press operator,7235d075-ecf6-42ba-8a60-d7e79bbce152,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
malt kiln operator,7309ab2d-e2ba-4ccb-b658-6b0a8bd8c4eb,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
extract mixer tester,78ddc0cc-166e-437e-9c41-48aa0a6c6f93,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
distillery miller,7cd070f5-b5dd-4228-bdcf-0419dbacfcf4,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
beverage filtration technician,7dbb116c-a4e7-41e8-9f28-c8a738d93e28,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
dryer attendant,804f1ae2-429c-48a9-9858-d5d42df144eb,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
fish production operator,83de6811-975d-4f7c-b81e-604c0c17e800,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
prepared meat operator,84dfc210-db07-4a83-87fe-d6131907ea83,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
dairy products manufacturing worker,87cb6ef5-fa94-4af4-9511-6fe64c463835,Food and related products machine operators,8160,Food and related products machine operators,816,Stationary plant and machine operators,81,Plant and machine operators and assemblers,8
