esco_label,esco_key,isco_4_label,isco_4_key,isco_3_label,isco_3_key,isco_2_label,isco_2_key,isco_1_label,isco_1_key
fleet commander,0b1d8dcb-d941-4d79-99bf-fc10c1806c43,Commissioned armed forces officers,110,Commissioned armed forces officers,11,Commissioned armed forces officers,1,Armed forces occupations,0
navy officer,262f21a3-ae78-46f4-a5f9-5a1f502caa90,Commissioned armed forces officers,110,Commissioned armed forces officers,11,Commissioned armed forces officers,1,Armed forces occupations,0
artillery officer,7696b15a-c52e-4ac5-b38d-9eeb010c5fa3,Commissioned armed forces officers,110,Commissioned armed forces officers,11,Commissioned armed forces officers,1,Armed forces occupations,0
army captain,9bf4c8ea-e814-4772-ae31-0f29672dc497,Commissioned armed forces officers,110,Commissioned armed forces officers,11,Commissioned armed forces officers,1,Armed forces occupations,0
lieutenant,b223f402-0318-4e27-8691-df6e7f7295d2,Commissioned armed forces officers,110,Commissioned armed forces officers,11,Commissioned armed forces officers,1,Armed forces occupations,0
colonel,b864c9a3-ef6e-46a0-a40c-66188f74dfa7,Commissioned armed forces officers,110,Commissioned armed forces officers,11,Commissioned armed forces officers,1,Armed forces occupations,0
brigadier,bbd1fe06-1b55-4937-9317-fc162311ab38,Commissioned armed forces officers,110,Commissioned armed forces officers,11,Commissioned armed forces officers,1,Armed forces occupations,0
armed forces officer,c6a26e11-bdf1-47a1-849d-fdcf819d458d,Commissioned armed forces officers,110,Commissioned armed forces officers,11,Commissioned armed forces officers,1,Armed forces occupations,0
army general,c6e5e0e7-fa99-4f71-9fc1-9889d85282a5,Commissioned armed forces officers,110,Commissioned armed forces officers,11,Commissioned armed forces officers,1,Armed forces occupations,0
squadron leader,e44b2459-af5e-492d-9c57-d9c2e62944e7,Commissioned armed forces officers,110,Commissioned armed forces officers,11,Commissioned armed forces officers,1,Armed forces occupations,0
army major,e4c915ff-6c9c-4fa9-a8fb-09d0c67e30d4,Commissioned armed forces officers,110,Commissioned armed forces officers,11,Commissioned armed forces officers,1,Armed forces occupations,0
air force officer,f2cc5978-e45c-4f28-b859-7f89221b0505,Commissioned armed forces officers,110,Commissioned armed forces officers,11,Commissioned armed forces officers,1,Armed forces occupations,0
special forces officer,1de91afd-9da2-47ab-a7e7-19bf931709a4,Non-commissioned armed forces officers,210,Non-commissioned armed forces officers,21,Non-commissioned armed forces officers,2,Armed forces occupations,0
army corporal,4a3f40a8-0587-494c-b8d3-7098b8c5992f,Non-commissioned armed forces officers,210,Non-commissioned armed forces officers,21,Non-commissioned armed forces officers,2,Armed forces occupations,0
warfare specialist,86c892cf-09a3-44c8-b9d1-814d93dbcbb4,Non-commissioned armed forces officers,210,Non-commissioned armed forces officers,21,Non-commissioned armed forces officers,2,Armed forces occupations,0
sergeant,cb3b2662-774a-4e6f-841e-f120244d7031,Non-commissioned armed forces officers,210,Non-commissioned armed forces officers,21,Non-commissioned armed forces officers,2,Armed forces occupations,0
intelligence communications interceptor,35e67944-231e-4bc9-8c69-560f203167ff,"Armed forces occupations, other ranks",310,"Armed forces occupations, other ranks",31,"Armed forces occupations, other ranks",3,Armed forces occupations,0
military engineer,555235ce-8c45-409b-a6c9-83e69c2d2bce,"Armed forces occupations, other ranks",310,"Armed forces occupations, other ranks",31,"Armed forces occupations, other ranks",3,Armed forces occupations,0
infantry soldier,bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,"Armed forces occupations, other ranks",310,"Armed forces occupations, other ranks",31,"Armed forces occupations, other ranks",3,Armed forces occupations,0
air force pilot,c94dc5b2-6b23-4915-8de5-a4e6ae86d802,"Armed forces occupations, other ranks",310,"Armed forces occupations, other ranks",31,"Armed forces occupations, other ranks",3,Armed forces occupations,0
bomb disposal technician,fdc8adfb-1807-4146-98ae-3a26fbe19996,"Armed forces occupations, other ranks",310,"Armed forces occupations, other ranks",31,"Armed forces occupations, other ranks",3,Armed forces occupations,0
secretary of state,0ee67d5e-8de9-48f0-97c5-ba23d486b1e9,Legislators,1111,Legislators and senior officials,111,"Chief executives, senior officials and legislators",11,Managers,1
government minister,404a50e9-61ce-448d-a695-bbfc697a0727,Legislators,1111,Legislators and senior officials,111,"Chief executives, senior officials and legislators",11,Managers,1
member of parliament,5bca96fd-4203-400b-be58-9e9b50bc98da,Legislators,1111,Legislators and senior officials,111,"Chief executives, senior officials and legislators",11,Managers,1
mayor,6cee3765-2b3b-48b0-af2b-1eb512d071fd,Legislators,1111,Legislators and senior officials,111,"Chief executives, senior officials and legislators",11,Managers,1
city councillor,7226c10f-701b-4711-8843-140aace12c6f,Legislators,1111,Legislators and senior officials,111,"Chief executives, senior officials and legislators",11,Managers,1
senator,73c3f018-71ce-4dc1-abdd-14cea7873717,Legislators,1111,Legislators and senior officials,111,"Chief executives, senior officials and legislators",11,Managers,1
provincial governor,d63789ac-74b5-40e3-b890-685513c38e12,Legislators,1111,Legislators and senior officials,111,"Chief executives, senior officials and legislators",11,Managers,1
public administration manager,0752ed49-03e7-4d75-8314-a051b3771a1d,Senior government officials,1112,Legislators and senior officials,111,"Chief executives, senior officials and legislators",11,Managers,1
ambassador,190ec9a5-938c-45a5-bd9c-c12b1af33353,Senior government officials,1112,Legislators and senior officials,111,"Chief executives, senior officials and legislators",11,Managers,1
diplomat,1fb92021-9576-4c85-8759-f6918e9f0ad4,Senior government officials,1112,Legislators and senior officials,111,"Chief executives, senior officials and legislators",11,Managers,1
police commissioner,2ae275fe-4f11-4a38-9e95-d466d74b42a3,Senior government officials,1112,Legislators and senior officials,111,"Chief executives, senior officials and legislators",11,Managers,1
secretary general,5c5b153e-4bf8-4f3d-973d-12fabf306d12,Senior government officials,1112,Legislators and senior officials,111,"Chief executives, senior officials and legislators",11,Managers,1
central bank governor,9e4269d5-e10e-4f49-ac99-65c833f933a2,Senior government officials,1112,Legislators and senior officials,111,"Chief executives, senior officials and legislators",11,Managers,1
embassy counsellor,a2494c65-11a8-4853-9371-c89333c33be1,Senior government officials,1112,Legislators and senior officials,111,"Chief executives, senior officials and legislators",11,Managers,1
consul,a8d05b64-f60b-4dd9-91c2-e2e63d82f2f5,Senior government officials,1112,Legislators and senior officials,111,"Chief executives, senior officials and legislators",11,Managers,1
fire commissioner,f2413988-f76a-4636-a4b1-9952517aa21f,Senior government officials,1112,Legislators and senior officials,111,"Chief executives, senior officials and legislators",11,Managers,1
special-interest groups' official,e9cf8b24-6b8b-47cc-9dd3-b601aa135960,Senior officials of special-interest organisations,1114,Legislators and senior officials,111,"Chief executives, senior officials and legislators",11,Managers,1
branch manager,0917ab6b-18a8-4cfd-8e7a-843b88cf9457,Managing directors and chief executives,1120,Managing directors and chief executives,112,"Chief executives, senior officials and legislators",11,Managers,1
airport chief executive,4be4ea31-1211-4f0c-82bb-f6fe10791f4d,Managing directors and chief executives,1120,Managing directors and chief executives,112,"Chief executives, senior officials and legislators",11,Managers,1
business manager,544cd9cf-e2ee-4ac0-8a02-7147af6b97d7,Managing directors and chief executives,1120,Managing directors and chief executives,112,"Chief executives, senior officials and legislators",11,Managers,1
chief executive officer,6c3fd65e-2d24-47d8-bc22-9e93512bdcc2,Managing directors and chief executives,1120,Managing directors and chief executives,112,"Chief executives, senior officials and legislators",11,Managers,1
animal facility manager,93dfef83-579c-4bef-b0ba-d41ee9cbda85,Managing directors and chief executives,1120,Managing directors and chief executives,112,"Chief executives, senior officials and legislators",11,Managers,1
chief operating officer,c64a6e4e-5b38-4f93-b26d-aded817aeaf3,Managing directors and chief executives,1120,Managing directors and chief executives,112,"Chief executives, senior officials and legislators",11,Managers,1
accounting manager,04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,Finance managers,1211,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
financial manager,30f3ea93-882a-4525-841c-1d5b4b64076f,Finance managers,1211,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
corporate treasurer,3e1a2f3c-20d6-4d33-aa6f-63cd2a32698d,Finance managers,1211,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
budget manager,44e0c015-309d-4f67-98a3-1e036966ed7f,Finance managers,1211,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
bank treasurer,b680251e-b3c7-4029-9849-66a95081801c,Finance managers,1211,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
equality and inclusion manager,949ab84f-5d76-4139-a568-45691b7ebc53,Human resource managers,1212,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
human resources manager,f605bcd2-90b6-45a0-a558-d05016d68a77,Human resource managers,1212,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
strategic planning manager,4f49df98-98b8-4a9e-98ad-9c5557817eba,Policy and planning managers,1213,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
policy manager,64e38ce7-3901-4261-bfee-77c7a77397f2,Policy and planning managers,1213,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
director of compliance and information security in gambling,7a3996d8-b90d-4b81-bd5e-e37f005b2683,Policy and planning managers,1213,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
programme manager,c94f3565-d987-431f-a46b-6f4e018e0bd7,Policy and planning managers,1213,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
social security administrator,d00b4607-c4fe-4f3e-8974-29401e23223c,Policy and planning managers,1213,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
tourism policy director,e246eca2-2cec-45b4-ae76-aa1f37d07bc5,Policy and planning managers,1213,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
foundry manager,0552ff45-b282-455c-b431-fb05a0e00801,Business services and administration managers not elsewhere classified,1219,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
quality services manager,109e0a5d-203d-4af6-8f70-692111335ec3,Business services and administration managers not elsewhere classified,1219,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
corporate social responsibility manager,1313aeea-63a9-4b4d-82d1-dbe00ff9ed10,Business services and administration managers not elsewhere classified,1219,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
business service manager,3c136897-4e0e-41ef-bb57-d8152323b93a,Business services and administration managers not elsewhere classified,1219,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
water treatment plant manager,546ec458-e2a4-4cb1-ac17-553d314ac2e2,Business services and administration managers not elsewhere classified,1219,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
manufacturing facility manager,680831bb-64fc-4fc8-ae58-c450327d9700,Business services and administration managers not elsewhere classified,1219,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
chemical plant manager,81cc1583-3614-4207-8e54-00b8cd4ddf09,Business services and administration managers not elsewhere classified,1219,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
defence administration officer,8b26eec6-7497-4218-8364-9b5983b04ae7,Business services and administration managers not elsewhere classified,1219,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
department manager,94e0bedd-e56e-42be-a5a4-b74a260f437c,Business services and administration managers not elsewhere classified,1219,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
facilities manager,b42c5ed4-c6e4-4694-934f-96127719cc43,Business services and administration managers not elsewhere classified,1219,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
wood factory manager,b633af32-c8c0-4481-9971-7932ea4b16b5,Business services and administration managers not elsewhere classified,1219,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
project manager,bea99fea-0383-4c63-b944-70d4799de2c5,Business services and administration managers not elsewhere classified,1219,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
power plant manager,cb446db8-e8b3-418c-a21c-2d10faea42a5,Business services and administration managers not elsewhere classified,1219,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
security manager,e9507d34-c70f-474f-a4a3-d2cbfe50f6e9,Business services and administration managers not elsewhere classified,1219,Business services and administration managers,121,Administrative and commercial managers,12,Managers,1
auction house manager,04b52c04-0620-4558-8f89-e252de2963ff,Sales and marketing managers,1221,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
chief marketing officer,0ddbf393-38f1-4c22-b14c-fe775008f321,Sales and marketing managers,1221,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
motor vehicle aftersales manager,1663e9d9-857b-4efa-9ab6-886c7fc763f6,Sales and marketing managers,1221,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
online sales channel manager,1dd7c3cb-2d58-4dad-ae15-c9081174ab7e,Sales and marketing managers,1221,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
commercial director,2d3d7188-47ab-49b9-9045-e452d9db06f1,Sales and marketing managers,1221,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
destination manager,425ed170-bf90-42c9-b5bd-148282ed96ff,Sales and marketing managers,1221,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
tourism product manager,6ce3c372-408b-4c46-86d8-ad6b9255d686,Sales and marketing managers,1221,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
marketing manager,6fcf4638-e7c7-4978-9302-9a7b63a3d57c,Sales and marketing managers,1221,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
licensing manager,7a031723-2b2c-4fdd-8ed5-30d67088b8b8,Sales and marketing managers,1221,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
sales manager,a7594892-ff23-4e2a-aedf-2f967ebca15c,Sales and marketing managers,1221,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
banking products manager,c530b0ee-46f8-40fb-818c-d9b44b891cb9,Sales and marketing managers,1221,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
promotion manager,d954fd71-0e2f-4cf9-85f0-c040fa6cbda9,Sales and marketing managers,1221,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
category manager,dab60fc6-c16e-4de7-b969-b323784f5a49,Sales and marketing managers,1221,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
advertising manager,4ebf2dae-c326-4627-befe-fbc91410f432,Advertising and public relations managers,1222,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
public relations manager,6cc19251-763b-4de1-b4f7-526c9ff732d2,Advertising and public relations managers,1222,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
communication manager,cd7b838c-51f6-41ec-9067-bb974c0f991b,Advertising and public relations managers,1222,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
clothing development manager,01bcac9f-7881-4664-bd63-dea700e3b117,Research and development managers,1223,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
product development manager,1488589a-7b83-471d-b094-492f5616f4e0,Research and development managers,1223,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
games development manager,62001bb7-4611-4b61-903e-d98589c0821a,Research and development managers,1223,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
insurance product manager,73856e9e-eca2-44c2-bb3c-aaedf4b25979,Research and development managers,1223,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
research and development manager,73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,Research and development managers,1223,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
ICT research manager,9db7d74c-b46d-45c0-b611-6bcb7456ecc6,Research and development managers,1223,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
product manager,9f508305-80ce-4111-8722-f2c9b4a44890,Research and development managers,1223,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
leather goods product development manager,ada3fc30-c205-4279-90b8-ed5c7c467626,Research and development managers,1223,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
research manager,c02ee787-c30b-4f0d-9d7f-6eb36fc44a5d,Research and development managers,1223,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
footwear product development manager,ef6020f9-11b4-4d1a-96e0-903331594121,Research and development managers,1223,"Sales, marketing and development managers",122,Administrative and commercial managers,12,Managers,1
forester,f04eaeff-52f5-4d52-93ad-6f846884827f,Agricultural and forestry production managers,1311,"Production managers in agriculture, forestry and fisheries",131,Production and specialised services managers,13,Managers,1
aquaculture harvesting manager,4fe4b1f1-e84d-4056-b062-83d5a64fc571,Aquaculture and fisheries production managers,1312,"Production managers in agriculture, forestry and fisheries",131,Production and specialised services managers,13,Managers,1
aquaculture production manager,5945cba8-19a4-4632-8a8f-4186e2bad1a3,Aquaculture and fisheries production managers,1312,"Production managers in agriculture, forestry and fisheries",131,Production and specialised services managers,13,Managers,1
aquaculture husbandry manager,a5826284-14fb-4866-b9be-69ce69db1b71,Aquaculture and fisheries production managers,1312,"Production managers in agriculture, forestry and fisheries",131,Production and specialised services managers,13,Managers,1
footwear quality manager,02f26b2f-879c-4811-8381-65e8dd3f4a16,Manufacturing managers,1321,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
metal production manager,0368c4d4-94cf-4168-a84d-283a25880e0d,Manufacturing managers,1321,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
chemical production manager,0d21a30d-25d9-427b-b8e4-339408425ff5,Manufacturing managers,1321,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
leather goods quality manager,1f8967ce-9faa-4d56-a656-50e041f7d07e,Manufacturing managers,1321,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
leather wet processing department manager,262d4e45-0cf7-4399-be6f-3d5e96826ef2,Manufacturing managers,1321,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
leather production manager,316309e4-5fce-4dca-85d1-07702217ea19,Manufacturing managers,1321,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
clothing operations manager,3afd6af4-0c34-4311-ad73-65adc2571f0c,Manufacturing managers,1321,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
metallurgical manager,45517bc3-0887-416d-95fe-6ace1b90bddd,Manufacturing managers,1321,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
manufacturing manager,6426ada1-4d8c-4612-99e3-91bc569805ee,Manufacturing managers,1321,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
footwear production manager,6482664d-48f4-4ff4-9346-584ac0e2f729,Manufacturing managers,1321,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
textile quality manager,652b847f-837a-4a08-bd5e-36397fe56455,Manufacturing managers,1321,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
waste management officer,9a20c93e-a345-4a46-a406-9ffbf11daeef,Manufacturing managers,1321,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
sewerage systems manager,9deee896-be9b-4aac-b55e-ceff1a7a843a,Manufacturing managers,1321,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
leather finishing operations manager,a2bc52c2-9802-4929-a95c-6379d9f19204,Manufacturing managers,1321,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
food production manager,a7d6a377-3d3b-41cf-9301-f4a0a7ad3d96,Manufacturing managers,1321,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
operations manager,c6bd511a-d966-4df9-a48e-4f800354f268,Manufacturing managers,1321,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
leather goods production manager,e5257110-e7f1-453a-a2dc-bd374945bc4a,Manufacturing managers,1321,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
industrial production manager,eb9479c6-5fdf-4f45-ace4-28b547b8c7e5,Manufacturing managers,1321,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
industrial quality manager,fdb16700-109e-4d02-949e-3213f278df93,Manufacturing managers,1321,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
oil and gas production manager,0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9,Mining managers,1322,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
mine manager,107d21c6-973b-411c-89fd-69da48d29ada,Mining managers,1322,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
quarry manager,b156960c-8508-4067-908d-f167847c55b1,Mining managers,1322,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
mine production manager,df66a6e6-2130-4932-8aaf-263dafa569fa,Mining managers,1322,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
property developer,b9711647-463f-4991-a858-d5de66ff2f83,Construction managers,1323,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
construction general contractor,ba3bacd4-73e9-4861-a9c0-f89f1f28055a,Construction managers,1323,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
construction manager,faed05c0-c1d1-4e34-b575-0dea96459e56,Construction managers,1323,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
import export manager in meat and meat products,00fdad73-4551-4e43-b256-1d4a3759db1e,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
electronic and telecommunications equipment and parts distribution manager,032d4115-03ec-49c9-853d-678f8a41969b,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
import export manager in agricultural machinery and equipment,0cbfa809-2d71-44e5-b736-c4da3c8fe09d,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
air traffic manager,0d442b70-5413-4820-bebf-36dd5ce437ac,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
"import export manager in machinery, industrial equipment, ships and aircraft",12142c2c-9b6f-4e4f-8153-f1a51554e4e0,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
textile industry machinery distribution manager,13b12b2d-e223-46f5-a6c0-cb77fe37f03a,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
"import export manager in hardware, plumbing and heating equipment and supplies",173a882d-0a14-4919-ac1b-23e8ee8273de,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
import export manager in flowers and plants,1ee8dfca-19b0-4e1a-88ed-68548f80951b,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
flowers and plants distribution manager,23a9e478-d465-4b61-b6d9-97b7e90af17a,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
"computers, computer peripheral equipment and software distribution manager",243f3b7e-cd7a-419a-94c0-d4f2040f09af,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
pharmaceutical goods distribution manager,24af7ff6-bd84-43a6-8cba-e60776f956f5,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
live animals distribution manager,29a95106-3680-427b-bd1c-3f13d6999241,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
"fish, crustaceans and molluscs distribution manager",2ad52381-6adb-4262-b17c-ea7fcb3b6696,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
warehouse manager,2f5de1ab-eddf-4715-8193-e994912c22ea,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
movie distributor,3530b443-d2bf-4741-b771-12c77e7c6232,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
purchasing manager,377865f0-c327-4599-8c7e-d428c6588edf,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
china and glassware distribution manager,37f92bd9-b14c-4ab5-82fb-545ba7ba3b8b,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
import export manager in perfume and cosmetics,42abcbcb-721b-4da6-9c06-f6951969d056,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
"import export manager in coffee, tea, cocoa and spices",4311b9e0-064e-41bc-b120-5eb21f337780,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
"agricultural raw materials, seeds and animal feeds distribution manager",449f6aef-a8e6-4edc-aea4-802a7b773e00,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
wood and construction materials distribution manager,49607371-2712-4b0a-8d7c-1b4bc22d9581,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
import export manager in office furniture,4c313f2a-704e-4d3c-a7c2-98e1b93c9e94,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
road operations manager,4ea620f2-5c75-49ee-85a0-b2fb6bbf3624,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
metals and metal ores distribution manager,52d303a7-630b-4e3f-9f62-becd9b2fcb46,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
"textiles, textile semi-finished and raw materials distribution manager",53e61b71-60a3-4873-bc14-d6e28693818c,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
import export manager in wood and construction materials,5b912733-abc8-43f7-825c-00ae21043685,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
import export manager in metals and metal ores,5cc6d160-3864-43b0-b3eb-77d1208a51b4,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
tobacco products distribution manager,61a61a3b-6fcd-4525-9f5c-0a1415a9a51f,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
clothing and footwear distribution manager,625d316c-2b93-4a9c-ada2-b19efa7c611b,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
distribution manager,632e61c8-4e4b-44c7-b213-6dd5a174b143,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
import export manager in watches and jewellery,63c92723-ee86-42cb-89bf-d93b65398bef,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
import export manager in dairy products and edible oils,65beb253-61b0-4f8f-9c3c-49419913fd18,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
watches and jewellery distribution manager,67aee472-533b-4569-a7a5-e7bc34b2cdce,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
import export manager in textiles and textile semi-finished and raw materials,6e873bb0-ff0d-4800-a898-362b9a2e1c47,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
